Date,Open,High,Low,Close,Volume,Market Cap
30-May-17,2255.36,2301.96,2124.57,2175.47,1443970000,36897000000
29-May-17,2159.43,2307.05,2107.17,2255.61,994625000,35323500000
28-May-17,2054.08,2267.34,2054.08,2155.8,1147140000,33595900000
27-May-17,2196.27,2260.2,1855.83,2038.87,1700480000,35917100000
26-May-17,2320.89,2573.79,2071.99,2202.42,1763480000,37950600000
25-May-17,2446.24,2763.71,2285.3,2304.98,2406700000,39995400000
24-May-17,2321.37,2523.72,2321.37,2443.64,1725380000,37949200000
23-May-17,2191.56,2320.82,2178.5,2320.42,1378750000,35822600000
22-May-17,2043.19,2303.9,2017.87,2173.4,1942220000,33393600000
21-May-17,2067.03,2119.08,2037.5,2041.2,1147860000,33779400000
